qna_id;question;answer;tags;query_1;query_2;query_3;query_4;query_5;query_6;query_7;query_8;query_9;query_10;query_11;query_12;query_13;query_14;query_15;query_16;query_17;query_18;query_19;query_20
216;Türkçe Yeterlilik belgesi almam gerekiyor örnek sınav sorularına ulaşabilir miyim?;"İSTANBUL ÜNİVERSİTESİ YABANCI DİLLER YÜKSEKOKULU tarafından Türkçe Yeterlilik sınavı yapılmakta olup ""http://cdn.istanbul.edu.tr/FileHandler2.ashx?f=web-sitesi-icin-ornek-sinav-yeni.pdf"" buradan ve ""https://yabancidiller.istanbul.edu.tr/tr/duyuru/turkce-yeterlilik-sinavi-ornegi-turkish-proficiency-exam-simple-770053004F00310033006F00700061006E0062007A0039007900700046006200610041004F003200370077003200"" buradan örnek sınav sorularına ulaşabilirsiniz.";YENI_KAYIT-YABANCI_OGRENCILER-DESTEK;Türkçe Yeterlilik sınavına hazırlık için örnek sınav sorularını nereden temin edebilirim?;Türkçe Yeterlilik sınavı için çalışırken kullanabileceğim örnek sorulara erişim sağlayabileceğim bir kaynak var mı?;Türkçe Yeterlilik belgesi sınavına hazırlanmak için örnek soruları nereden bulabilirim?;Türkçe Yeterlilik sınavı örnek sorularını içeren kaynak önerisi verebilir misiniz?;Türkçe Yeterlilik belgesi sınavına girecek öğrenciler için örnek sınav soruları nerede bulunur?;Türkçe Yeterlilik sınavına hazırlık amacıyla örnek sorulara nereden ulaşabilirim?;Türkçe Yeterlilik sınavı için hazırlık yaparken kullanabileceğim örnek sınav sorularını nereden edinebilirim?;Türkçe Yeterlilik sınavına yönelik örnek sınav sorularını nereden bulabilirim?;;;;;;;;;;;;
217;Başarı notunun belirlenmesinde ara sınavın (vize) etki oranı % kaçtır.;Başarı notunun belirlenmesinde ara sınavın (vize) etki oranı % 30 dur.;SINAV_HAKKINDA_BILGI-ARA_SINAV_SHB-BILGI;Ara sınav (vize) notlarımın genel başarı notuma etkisi yüzde kaç olarak belirlenmiştir?;Başarı notumun hesaplanmasında ara sınavın (vize) katkı oranı nedir?;Genel not ortalamamın hesaplanmasında vize sınavının ağırlığı yüzde kaçtır?;Vize sınavınıngenel notuma etkisi yüzde ne kadar?;Ders başarı notunun belirlenmesinde vize sınavının etkisi yüzde kaç?;Ara sınavın (vize) genel ders notuma katkı yüzdesi nedir?;Vize sınavlarının akademik başarı notuma olan katkısı yüzde kaçtır?;Genel akademik performansımın hesaplanmasında vize sınavlarının payı yüzde kaçtır?;;;;;;;;;;;;
218;Bitirme (Final) sınavına giremedim telafi sınavına girebilir miyim?;Bitirme(Final) sınavına herhangi bir sebepler giremeyen öğrenciler telafi sınavına girebilmektedir. Bitirme(Final) sınavına girememiş olmanız telafi sınavına giriş yapmanıza engel teşkil etmez.;SINAV_HAKKINDA_BILGI-BUTUNLEME_SINAVI_SHB-BILGI;Final sınavını kaçırdım, telafi sınavına katılma hakkım var mı?;Final sınavına katılamadığım durumda telafi sınavına giriş yapabilir miyim?;Bitirme sınavını kaçırmanın ardından telafi sınavına katılabilmek için ne yapmalıyım?;Final sınavına giremediysen telafi sınavına katılma şansım var mı?;Final sınavını kaçırdığım takdirde telafi sınavı hakkım bulunuyor mu?;Final sınavına katılamama durumunda telafi sınavına katılmam mümkün müdür?;Final sınavına giremedim, telafi sınavı seçeneği mevcut mu?;Final sınavını kaçırdım, bütünleme sınavına katılma imkanım var mı?;;;;;;;;;;;;
219;İstanbul Üniversitesi not dönüşüm tablosuna nereden ulaşabilirim?;"İstanbul Üniversitesi yüzlük not dönüşüm tablosuna ""https://cdn.istanbul.edu.tr/FileHandler2.ashx?f=donusum-tablosu.pdf"" buradan ulaşabilirsiniz.";SINAV_HAKKINDA_BILGI-HARF_NOTU_SHB-BILGI;İstanbul Üniversitesi'nin not dönüşüm tablosunu nereden ve nasıl bulabilirim?;İstanbul Üniversitesi akademik not dönüşüm tablosuna erişmek için hangi web sitesini ziyaret etmeliyim?;İstanbul Üniversitesi'nde uygulanan not dönüşüm sistemi ve tablosuna nasıl ulaşabilirim?;Notlarımın İstanbul Üniversitesi standartlarına göre dönüşümünü görebileceğim tabloya nereden ulaşabilirim?;İstanbul Üniversitesi tarafından kullanılan not dönüşüm tablosunu incelemek istiyorum;İstanbul Üniversitesi'nin not dönüşüm kriterleri ve tablosuna ulaşabileceğim bir kaynak var mı?;İstanbul Üniversitesi öğrencisi olarak not dönüşüm tablosunu nereden görebilirim;İstanbul Üniversitesi'nde notlarımın nasıl dönüştürüldüğünü gösteren bir tabloya ihtiyacım var;;;;;;;;;;;;
220;Lisede okurken staj yaptım, zorunlu stajdan muaf olabilir miyim?;Lise öğrenimi sırasında yapılan stajlar staj muafiyeti için geçerli değildir.;MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Lisede gerçekleştirdiğim staj deneyimi ile üniversitedeki zorunlu staj gerekliliğinden muaf olma şansım var mı?;Lisede yaptığım stajın üniversitede zorunlu olan stajımı kapsayıp kapsamayacağını öğrenmek istiyorum?;Lise döneminde tamamladığım staj çalışması, üniversite zorunlu stajından muafiyet sağlar mı?;Üniversitede zorunlu staj gerekliliğinden, lisede yaptığım staj sayesinde muaf olabilir miyim?;Lisede yapılan stajlar, üniversitedeki zorunlu staj gereksinimlerini karşılayabilir mi?;Lisede gerçekleştirdiğim stajın, üniversite zorunlu staj muafiyeti için geçerli mi?;Lise döneminde yaptığım staj ile üniversitedeki zorunlu stajımdan muaf olma ihtimalim var mı?;Lisede tamamladığım staj üniversite zorunlu stajına muafiyet sağlar mı?;;;;;;;;;;;;
221;Sınav sorusuna nasıl itiraz edebilirim?;"Sınav sorularına itiraz, sınavların bitiminden itibaren; 2 (iki) iş günü içinde aksis.istanbul.edu.tr adresindeki AUZEF Öğrenme Yönetim Sistemi üzerinden yapılmaktadır. Bu sistemin haricinde bildirilen soru itirazları dikkate alınmamaktadır. 
 
Soru itiraz süreci sona erdikten sonra, itirazda bulunulan sorular, ilgili dersin öğretim elamanı tarafından değerlendirilmektedir.";SINAV_HAKKINDA_BILGI-DIGER-BILGI;Bir sınav sorusunun doğruluğuna itiraz etmek istiyorum;Sınavda karşılaştığım bir soruya itiraz etmek için nereye ve nasıl başvurabilirim?;Bir sınav sorusuna itiraz işlemi için gerekli adımlar nelerdir?;Sınav sorusunun yanlış olduğunu düşünüyorum, itiraz süreci nasıl işler?;Sınavdaki bir soruya itiraz etme hakkım var mı?;Bir sınav sorusuna olan itirazımı dile getirmek istiyorum;Sınav sorularından birine itiraz etmek istiyorum ne yapmalıyım?;Sınavda hatalı bulduğum bir soruya itirazımı nereye sunmalıyım?;"Sınavda ders notları dışında soru geldi.  
";;;;;;;;;;;
222;Bitirme (Final) sınavlarına nasıl giriş yaparım?;"Öğrencilerimiz, sınav giriş belgelerini ""https://auzefsinav.istanbul.edu.tr/"" buradan AKSİS kullanıcı adı ve şifresi ile giriş yaparak alır. Sınav merkezlerine sınav giriş belgesi ve T.C. Kimlik Kartı ya da sınav giriş belgesinde belirtilen diğer muadil kimlik kartları ile girebilirler. Sınav giriş belgeleri sınavdan 1 hafta önce ""https://auzefsinav.istanbul.edu.tr/"" burada yayınlanır.";SINAV_HAKKINDA_BILGI-BITIRME_SINAVI_SHB-BILGI;Bitirme (Final) sınavlarına katılmak için gerekli giriş prosedürleri nelerdir ;Final sınavlarına katılım için hangi platform veya sistem üzerinden giriş yapmam gerekiyor;Bitirme sınavlarına giriş yapmak için kullanmam gerekenler neler?;Final sınavları için giriş yapma süreci nedir;Bitirme sınavlarına erişim için önceden yapmam gereken bir kayıt veya giriş işlemi var mı;Final sınavlarına giriş için ne yapmalıyım;Bitirme sınavlarına nasıl ve nereden giriş yapabilirim;Final sınavlarına katılım için gerekli olan giriş bilgileri ve prosedürü nedir;;;;;;;;;;;;
223;Edu uzantılı öğrenci maili nasıl alınır?;"Öğrenci e-Posta Başvurusu için ""https://bilgiislem.istanbul.edu.tr"" burada üst bantta yer alan, ""Hizmetler"" ""e-Posta Hizmetleri"" ""Öğrenci e-Posta "" alanından mail adresinizi alabilirsiniz. E-Posta Soru ve Sorunlarınız için; Öğrenci E-Posta: ""https://ogr.iu.edu.tr/"" https://ogr.iu.edu.tr/ adreslerinden “Talep/Destek” formunu doldurarak sorunlarınızı iletebilirsiniz.";YENI_KAYIT-KAYIT_BILGILENDIRMESI-DESTEK;edu uzantılı bir öğrenci e-posta adresi nasıl ve nereden alabilirim?;Üniversite öğrencileri için sağlanan edu uzantılı mail adresini nasıl oluşturabilirim;Edu uzantılı öğrenci e-postası almak istiyorum;Öğrenci olarak edu uzantılı bir e-posta adresi edinmek istiyorum ;Üniversite tarafından sağlanan edu uzantılı öğrenci e-posta hesabı oluşturma işlemi nasıl yapılır ;Edu uzantılı bir öğrenci mail adresi almak için ne yapmalıyım;edu uzantılı öğrenci e-posta adresinin oluşturulması için ne yapmalıyım?;Edu uzantılı öğrenci e-posta adresini almak için ne yapmalıyım;;;;;;;;;;;;
224;Bitirme (Final) sınavında hangi ünitelerden sorumlu oluruz?;"Dijital kitabınız 8 bölüm ise Bitirme(Final) sınavında 8; 10 bölüm ise Bitirme(Final) sınavından 10; 12 bölüm ise Bitirme(Final) sınavından 12; 14 bölüm ise Bitirme(Final) sınavından 14 bölümden sorumlu olursunuz. Öğrenciler Bitirme(Final) sınavlarında dersin tüm bölümlerinden sorumlu olmaktadır";SINAV_HAKKINDA_BILGI-BITIRME_SINAVI_SHB-BILGI;Bitirme (Final) sınavında değerlendirilecek ders üniteleri ve konuları nasıl öğrenebilirim ;Final sınavında hangi ders konularından ve ünitelerden sorumlu tutulacağım ;Bitirme sınavı kapsamındaki ders üniteleri ve sorumluluk alanlarım nelerdir;Final sınavında hangi derslerin ünitelerinden sorular gelecek;Bitirme sınavı için hangi ünitelerden sorumlu olacağımı nereden öğrenebilirim?;Final sınavı kapsamında değerlendirme altına alınacak ders üniteleri hangileridir ;Bitirme sınavında sorumlu olacağım ders üniteleri ve konuları nelerdir?;Final sınavında hangi ders konuları üzerinden değerlendirileceğim ;;;;;;;;;;;;
225;AUZEF Mobil uygulamasında hangi tür içerikler yayınlanıyor?;AUZEF Mobil’de bir derse ait ders kitabı, sunum dosyaları ve videolar yayınlanmaktadır.;AUZEF_MOBIL_PROBLEMLERI-DIGER-DESTEK;AUZEF Mobil uygulamasında yer alan içerik türleri nelerdir;AUZEF Mobil üzerinde hangi eğitim materyalleri ve kaynaklar sunulmaktadır;AUZEF Mobil uygulaması öğrencilere hangi tür ders içeriklerini ve yardımcı kaynakları sağlamaktadır?;AUZEF Mobil'de bulunan öğretim materyalleri ve içerik çeşitliliği hakkında bilgi verebilir misiniz?;AUZEF Mobil uygulaması üzerinden erişilebilen başlıca eğitim içerikleri ve özellikleri nelerdir?;AUZEF Mobil'de yayınlanan ders materyalleri ve eğitim içerikleri neleri kapsamaktadır?;AUZEF Mobil uygulamasında öğrencilere sunulan içerikler hakkında detaylı bilgi alabilir miyim?;AUZEF Mobil uygulamasında ne tür öğrenme materyalleri ve eğitim kaynakları yer almaktadır ;;;;;;;;;;;;
226;Ödeyeceğim harç miktarına nereden ulaşabilirim?;"Materyal ücretlerine ""https://auzef.istanbul.edu.tr/tr/content/donem-baslangici/materyal-ucretleri"" https://auzef.istanbul.edu.tr/tr/content/donem-baslangici/materyal-ucretleri adresinden ulaşabilirsiniz.";KAYIT_YENILEME_ODEME-ODEME_ISLEMLERI_KY-DESTEK;Kayıt veya dönem harçlarım hakkında bilgi almak istiyorum;Eğitim ücretlerim ve diğer harçlar için ödeme miktarlarını nasıl sorgulayabilirim?;Üniversite harç ücretlerimle ilgili güncel bilgilere nereden ulaşabilirim?;Kayıt yenileme ve eğitim harçları için ödemem gereken tutarı nasıl öğrenebilirim?;Öğrenci harç miktarlarımı sorgulamak istiyorum;Eğitimimle ilgili harç ödemelerimin miktarını öğrenmek istiyorum;Ödeyeceğim üniversite harçları bilgilerini nereden edinebilirim;Eğitim harçları kaç para?;;;;;;;;;;;;
227;Çocuk Gelişimi açık öğretim ön lisans programında zorunlu staj var mı?;Çocuk Gelişimi Açıköğretim Ön Lisans programında zorunlu staj bulunmamaktadır. Ancak kendi ihtiyaç ve istekleri doğrultusunda Çocuk Gelişimi Stajını yapmak isteyen öğrencilerimiz staj takviminde belirtilen başvuru tarihleri arasında staj başvurusu  yapabileceklerdir.;MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Açık öğretimde Çocuk Gelişimi ön lisans programı kapsamında zorunlu bir staj yapma gerekliliği bulunuyor mu?;Çocuk Gelişimi ön lisans programında öğrencilerin tamamlaması gereken bir zorunlu staj var mı;Açık öğretim Çocuk Gelişimi programında zorunlu staj uygulaması mevcut mu;Çocuk Gelişimi ön lisans programı içerisinde zorunlu staj gereksinimi var mı;Çocuk Gelişimi programında öğrencilere yönelik bir zorunlu staj dönemi öngörülüyor mu;Açık öğretim Çocuk Gelişimi ön lisans öğrencileri için zorunlu bir staj süreci var mıdır;Çocuk Gelişimi açık öğretim ön lisans programı kapsamında zorunlu staj gerekliliği hakkında bilgi alabilir miyim?;Açık öğretim Çocuk Gelişimi ön lisans programında öğrenciler zorunlu staj yapmak zorunda mıdır;;;;;;;;;;;;
228;Sınav giriş belgemi nereden alabilirim?;"Öğrencilerimiz, sınav giriş belgelerini ""https://auzefsinav.istanbul.edu.tr/"" buradan AKSİS kullanıcı adı ve şifresi ile giriş yaparak alır. Sınav giriş belgeleri sınavdan bir hafta önce ""https://auzefsinav.istanbul.edu.tr/"" buradan da yayınlanır.";SINAV_HAKKINDA_BILGI-DIGER-BILGI;sınavlarım için giriş belgelerimi nereden ve nasıl edinebilirim;Sınav giriş dokümanlarımı almak için kullanmam gereken platform nedir;Sınavlar için gereken giriş belgesini nereden temin edebilirim;Sınav giriş belgemi almak için ne yapmalıyım?;sınav giriş belgelerine erişim sağlamak için nereye başvurmalıyım?;Sınav giriş belgemi indirmek istiyorum;Sınavlar için gerekli olan giriş belgesini nasıl temin ederim ;Sınav giriş belgemin alınması gereken yer neresidir;;;;;;;;;;;;
229;Bir yükseköğretim kurumundan (ön lisans/lisans) mezun olanların, ÖSYM ile yeniden yükseköğretime kayıt yaptırmaları halinde askerlikleri erteleniyor mu?;"7179 sayılı Askeralma Kanunu’nun 20’nci madde 2’nci fıkrası a bendi gereğince; yükümlülerin bitirdiği okulun alt veya aynı seviyesinde bir okula yerleştirilmesi halinde öğrenciliğinden dolayı askerlikleri ertelenmemektedir. Yerleştirildiği okulun, öğrenim düzeyi bitirdiği okuldan daha yukarı seviyede ise askerliği azami yaş sınırı sonuna kadar ertelenmektedir.
Örnek 1: Aksaray Üniversitesi Meslek Yüksekokulu Bilgisayar Programcılığından 15.06.2017 tarihinde mezun olan yükümlünün, Anadolu Üniversitesi Meslek Yüksekokulu İşletme Bölümüne 15.09.2017 tarihinde kayıt yaptırması halinde öğrenciliğinden dolayı erteleme hakkı yoktur.
Örnek 2: Hacettepe Üniversitesi İşletme Fakültesi İşletme Bölümünden 16.06.2017 tarihinde mezun olan yükümlünün, Anadolu Üniversitesi İşletme Fakültesi iktisat bölümüne 15.09.2017 tarihinde kayıt yaptırması halinde öğrenciliğinden dolayı erteleme hakkı yoktur.";YENI_KAYIT-KAYIT_BILGILENDIRMESI-BILGI;Ön lisans ya da lisans düzeyinde mezuniyet sonrası ÖSYM aracılığıyla yeni bir yükseköğretim programına kaydolan bireylerin askerliklerinde erteleme söz konusu mu?;Yükseköğretim mezunları, başka bir yükseköğretim programına ÖSYM üzerinden kayıt yaptırırsa askerlikleri otomatik olarak ertelenir mi;ÖSYM ile yükseköğretime kayıt yaptıran ön lisans veya lisans mezunlarının askerlik işlemleri nasıl yönetilir;Bir yükseköğretim programından mezun olduktan sonra başka bir program için ÖSYM aracılığıyla kayıt yapanların askerlik durumu ne olur;Lisans veya ön lisans mezuniyeti sonrası farklı bir yükseköğretim programına kaydolan bireyler için askerlik ertelemesi uygulanıyor mu;Mezuniyet sonrasında ÖSYM üzerinden başka bir yükseköğretim kurumuna kayıt yaptırmak askerliği erteler mi;Yükseköğretimden mezun olan ve ardından ÖSYM ile yeniden başka bir yükseköğretim programına kayıt olan bireylerin askerlik süreçleri nasıl etkilenir;Ön lisans veya lisans mezunlarının, yeniden ÖSYM aracılığıyla yükseköğretime kayıt olmaları durumunda askerlik görevleri nasıl düzenlenir;;;;;;;;;;;;
230;Endüstri Mühendisliği programı öğrencisiyim zorunlu staj hakkında bilgi almak istiyorum.;"ÜRETİM STAJI
Endüstri Mühendisliği Uzaktan Öğretim Lisans Programı için, 3.sınıfın bahar döneminde (6. yarıyılda) ‘Üretim Stajı’ bulunmaktadır. Stajın süresi 20 iş günüdür ve değerlendirme başarılı ya da başarısız olarak yapılmaktadır.

Stajın Yapılacağı Alan ve Kurumlar
Üretim stajının, üretim sektöründe faaliyet gösteren bir işletmede ya da üretim sektöründe olmasa da kısmen üretimin gerçekleştirildiği bir firmada yapılması gerekmektedir.

ENDÜSTRİ MÜHENDİSLİĞİ STAJI
Endüstri Mühendisliği Uzaktan Öğretim Lisans Programı için, 4. sınıfın bahar döneminde (8. yarıyılda) ‘Endüstri Mühendisliği Stajı’ bulunmaktadır. Stajın süresi 20 iş günüdür ve değerlendirme başarılı ya da başarısız olarak yapılmaktadır.

Stajın Yapılacağı Alan ve Kurumlar
Endüstri Mühendisliği Stajı tüm öğrencilerimizin gerçekleştirmesi zorunlu olan kapsamlı bir stajdır. Staj yapılan yerde “en az bir mühendisin çalışıyor olması” şartı bulunmaktadır.";MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Endüstri Mühendisliği programında zorunlu staj gereklilikleri nelerdir.;Endüstri Mühendisliği bölümü öğrencisi olarak zorunlu stajımı nerede ve ne zaman yapmalıyım?;Endüstri Mühendisliği programı için Zorunlu stajımda gereken koşullar ne?;Endüstri Mühendisliği öğrencisi olarak yerine getirmem gereken staj yükümlülüğü ile ilgili detayları ve gereklilikleri öğrenmek istiyorum;Endüstri Mühendisliği programında zorunlu stajın şartları, süresi ve başvuru yöntemleri hakkında bilgi almak istiyorum;Endüstri Mühendisliği bölümünde zorunlu staj hakkında detaylı bilgiye nereden ulaşırım?;Endüstri Mühendisliği zorunlu stajı hakkında bilgilere nereden ulaşırım?;Endüstri Mühendisliği programındaki zorunlu stajım için staj yerleri ve başvuru formlarına nereden erişirim?;;;;;;;;;;;;
231;Telafi (Bütünleme) sınavında merkez değişikliği yapabilir miyim?;"Sınav merkezi tercih sistemi her sınav dönemi öncesinde öğrencilerimizin tercihlerini güncelleyebilmeleri için açılmaktadır. Öğrenciler, sınav merkezi tercih işlemlerini her sınav öncesi yönetimce belirlenen ve AUZEF web sayfasında duyurulan tarihler arasında gerçekleştirmelidir. Sınav merkezi tercihi belirlenen tarih aralığında ""https://auzefsinav.istanbul.edu.tr"" buradan öğrenciler tarafından yapılacaktır. Sınav merkezi tercihi aşamasında engelli veya hükümlü olan öğrencilerin engel durumları ile ilgili bilgileri hatasız olarak bildirmeleri gerekmektedir.";SINAV_HAKKINDA_BILGI-BUTUNLEME_SINAVI_SHB-BILGI;Telafi sınavı için sınav merkezimi değiştirmek istiyorum, bu işlem mümkün mü ve nasıl yapılır?;Bütünleme sınavı öncesi sınav merkezi değişikliği yapma hakkım var mı?;Telafi sınavı için atanmış olduğum sınav merkezini değiştirebilir miyim?;Bütünleme sınavı merkezimi nasıl değiştirebilirim?;Telafi sınavına farklı bir merkezde girmek istiyorum.;Bütünleme sınavında sınav yerimi değiştirmek mümkün mü?;Telafi sınavı için sınav merkezim dışında bir yerde sınava girebilir miyim?;büt sınavı merkez değişikliği istiyorum;;;;;;;;;;;;
232;Staj başvurusunu ne zaman ve nereden yapabilirim?;"Staj takvimi ve işlemleri için ""https://auzef.istanbul.edu.tr/"" buradan ilgili tarihlerde duyuru yapılmaktadır.";MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Stajım için başvuru sürecini ne zaman başlatmalıyım?;Zorunlu stajım için başvuruları nereye yapmam gerekli?;Staj başvuru işlemlerimi hangi web sitesi veya ofis üzerinden yapabilirim?;Stajım için başvuru yapma zamanı nedir?;Staj başvurusu için belirlenen dönemler nelerdir?;Staj için başvurularımı hangi dönemde yapmam gerekiyor?;Zorunlu staj başvurusunu yapmak için en uygun zaman ne?;Stajım için nasıl ve ne zaman başvuru yapabilirim?;staj başvuru süreci nasıl işler?;;;;;;;;;;;
233;Başarı notunun belirlenmesinde bitirme (final) sınavının etki oranı % kaçtır.;Başarı notunun belirlenmesinde bitirme(final) sınavının etki oranı % 70 tir.;SINAV_HAKKINDA_BILGI-BITIRME_SINAVI_SHB-BILGI;Bitirme (Final) sınavının genel başarı notuma katkısı yüzde olarak kaçtır?;Final sınavı notumun ders başarısı üzerindeki etki yüzdesi nedir?;Genel not ortalamamın hesaplanmasında final sınavının etkisi yüzde kaç olarak değerlendirilmektedir?;Bitirme sınavı sonucumun genel not ortlamam üzerindeki yüzdesel etkisi nedir?;Final sınavının toplam not ortalamasındaki ağırlığı yüzde kaçtır?;GNO hesaplanmasında final sınavı ne kadar etkili?;Final sınavı notlarımın genel not ortalaması üzerindeki katkısı nedir?;Bitirme sınavı notlarımın genel başarı puanıma etkisi yüzde kaç olarak hesaplanmakta?;;;;;;;;;;;;
234;Uzaktan öğretim tezsiz yüksek lisans öğrencisiyim Ders materyali sistemine nereden giriş yapabilirim;Uzaktan öğretim tezsiz yüksek lisans programı öğrencileri  oys.istanbul.edu.tr adresinden sisteme giriş sağlamaktadır.;DERS_MATERYALLERI-DIGER-DESTEK;Uzaktan eğitim yüksek lisans programımdaki ders materyallerine erişim için hangi platformu kullanmalıyım?;Tezsiz yüksek lisans programımda gereken ders materyallerine ulaşmak için hangi online sistem üzerinden giriş yapabilirim?;Uzaktan öğretim kapsamında tezsiz yüksek lisans derslerim için materyal sistemine giriş yapmak istiyorum;Ders materyalleri sistemine erişim sağlamak istiyorum;Uzaktan öğretim tezsiz yüksek lisans programında kullanılan ders materyalleri nerede?;Uzaktan eğitim yoluyla aldığım tezsiz yüksek lisans derslerinin materyallerine nasıl ulaşabilirim?;Tezsiz yüksek lisans öğrencisi olarak ders materyallerim için kullanacağım sisteme giriş bilgilerini nasıl alırım?;Uzaktan öğretim yüksek lisans programım için ders materyallerine erişebileceğim platformuna giriş yapmak istiyorum;;;;;;;;;;;;
235;"Yatay geçiş yapacağım ""Yatay Geçişe Engel Olmadığına Dair Belgeyi"" nereden alabilirim?";Yatay Geçişe Engel Olmadığına Dair Belgeyi AKSİS belgeler alanından talep edebilirsiniz.;YENI_KAYIT-YATAY_GECIS-DESTEK;Yatay geçiş sürecim için gerekli olan 'Yatay Geçişe Engel Olmadığına Dair Belge'yi nasıl temin edebilirim?;Yatay geçiş başvurusu yaparken ihtiyacım olan 'Yatay Geçişe Engel Olmadığına Dair Belge'ye nasıl ulaşırım?;Yatay Geçişe Engel Olmadığına Dair Belge' almak istiyorum;Yatay geçiş işlemleri için gerekli olan 'Yatay Geçişe Engel Olmadığına Dair Belge' talep ediyorum;Yatay geçiş yapabilmek için gereken 'Yatay Geçişe Engel Olmadığına Dair Belge'yi nereden alırım?;;;;;;;;;;;;;;;
236;Telafi sınavında DD DC harf notlu derslerimden sınava girdim düşük aldım hangi notum geçerli olur?;DD ve DC notu olan derslerden telafiye giren öğrenci FF alırsa sınav notu FF olarak kalır. En son aldığınız not geçerli olmaktadır.;SINAV_HAKKINDA_BILGI-BUTUNLEME_SINAVI_SHB-BILGI;Telafi (Bütünleme) sınavında DD veya DC notlu derslerime girdim ve aldığım not düşük çıktı, bu durumda hangi notum dikkate alınır?;Telafi sınavında daha düşük bir not aldıysam, orijinal notum mu yoksa telafi sınavındaki notum mu geçerli olacak?;Telafi sınavı sonucum, önceden aldığım DD veya DC notlarımdan daha kötüyse, akademik kayıtlarımda hangi not esas alınır?;DD veya DC notları aldığım dersler için telafi sınavına katıldım ve notum düşük geldi. Bu durumda ilk aldığım not mu yoksa telafi sınavındaki not mu geçerli olacak?;Eğer telafi sınavından aldığım not, önceki notlarımdan daha düşükse, hangi notum geçerli olur?;DD veya DC ile girdiğim bir dersin telafi sınavından düşük bir not alırsam, bu yeni notum mu, yoksa önceki notum mu geçerli sayılır?;"DD veya DC notlu derslerden biri için telafi sınavına girip daha düşük bir not aldım; hangi notum dikkate alınacak?";DD veya DC aldığım bir dersin telafi sınavında daha düşük not aldım geçerli olan not hangisi olur?;bütünlemeden düşük alırsam hangi notum geçerli olur?;;;;;;;;;;;
237;Zorunlu stajım var stajdan muaf olabilir miyim?;"Zorunlu stajı bulunan programlarda okuyan öğrencilerden, ilgili alanlarda olmak koşulu ile çalışanlar ve daha önce staj yapmış olanlar staj muafiyetine başvurabilirler. Staj muafiyet işlemleri ve kılavuzu için "" https://cdn.istanbul.edu.tr/FileHandler2.ashx?f=staj-muafiyet-kilavuzu.pdf"" buraya tıklayınız. Zorunlu stajı bulunan programlar • Hemşirelik (Açık öğretim Lisans Tamamlama) • Endüstri Mühendisliği (Uzaktan Eğitim Lisans Tamamlama) • Coğrafi Bilgi Sistemleri (Uzaktan Eğitim Ön lisans) • Bankacılık ve Sigortacılık (Uzaktan Eğitim Ön lisans) • Dış Ticaret Programı (Uzaktan Eğitim Ön lisans) • İş Sağlığı ve Güvenliği (Açık öğretim Lisans) • Laborant ve Veteriner Sağlık (Açık öğretim Ön lisans) • Sosyal Hizmet (Açık öğretim Lisans Tamamlama) dır.";MEZUNIYET_STAJ_YAZ_OKULU-STAJ_ISLEMLERI-BILGI;Zorunlu staj gerekliliğimden muaf olabilmek için hangi kriterleri karşılamam gerekir?;Zorunlu staj yükümlülüğünden muaf olmak için ne yapmalıyım?;Zorunlu stajdan muafiyet almak istiyorum;zorunlu stajdan muaf olmak mümkün mü?;Zorunlu staj gerekliliğinden nasıl muaf olunur?;Zorunlu stajımdan muafiyet almak için hangi şartların sağlanması gerekiyor?;Zorunlu stajım için muafiyet muafiyet kriterleri nelerdir ?;;;;;;;;;;;;;
238;Formasyon Nedir? AUZEF’te formasyon eğitimi bulunuyor mu?;"Formasyon; eğitim fakültesi mezunu olmayan kişilerin öğretmen olabilmelerini sağlayan bir belgedir. İstanbul Üniversitesi AUZEF kapsamında formasyon eğitimi bulunmamaktadır.
Formasyon eğitimi, Üniversitelerin Eğitim Fakültesi, Eğitim Bilimleri Fakültesi ve/veya ilgili Fakültelerinin Eğitim Bilimleri Bölümlerinin altında yapılandırılabilir. İstanbul Üniversitesinde Eğitim Fakültesi bulunmamaktadır.
";DERS_SECIMI_MUAFIYET-FORMASYON-BILGI;Formasyon nedir?;AUZEF’te formasyon eğitimi mevcut mu ?;Formasyon eğitimi hakkında genel bilgi almak istiyorum.;AUZEF’te formasyon eğitimi veriliyor mu?;Formasyon eğitimi AUZEF’te var mı?;AUZEF bünyesinde formasyon eğitimi sunuluyor mu ve bu eğitimin içeriği nedir?;AUZEF’te formasyon eğitimi alma şansım var mı?;Formasyon programı hakkında nereden bilgi alabilirim?;;;;;;;;;;;;
